,0,1,2,3,4,5,6,7
3026,1.23373134916e-20,6.63437812823e-21,0.0749620999941,0.0408206052809,0.00844788950364,6.83382468147e-21,1.1894847697e-20,1.5166838461e-20
3027,0.00469798313494,0.017640390757,0.00809071711995,2.06397067426e-20,0.121353343519,5.72031484417e-10,0.00165438836623,1.5166838461e-20
3028,1.23373134916e-20,6.63437812823e-21,1.93047431421e-20,0.00135801434763,1.13357652867e-20,6.83382468147e-21,0.0501145202808,1.5166838461e-20
3029,1.23373134916e-20,0.0238044147804,1.93047431421e-20,0.00581257416682,0.0108271024415,6.83382468147e-21,0.0474259955081,0.000513059110713
3030,1.23373134916e-20,0.0145444254381,0.00947732972425,0.00712220674683,0.281961145455,6.83382468147e-21,1.1894847697e-20,1.5166838461e-20
3031,0.158274305879,0.0386823213976,0.0644690879176,0.0267723855455,0.0106860868572,6.83382468147e-21,1.1894847697e-20,1.5166838461e-20
3032,0.00670183249354,6.63437812823e-21,1.93047431421e-20,0.0202321566036,1.13357652867e-20,0.10667178685,1.1894847697e-20,0.0109863847542
3033,0.00477769912371,0.00221884913243,1.93047431421e-20,2.06397067426e-20,0.0207604587031,0.00146107630213,0.016937535447,0.00762852591167
3034,0.133042773096,6.63437812823e-21,0.0133689844665,2.06397067426e-20,1.13357652867e-20,6.83382468147e-21,1.1894847697e-20,0.0365188320826
3035,0.0176411530325,6.63437812823e-21,1.93047431421e-20,2.06397067426e-20,0.0215261110042,0.134497884487,1.1894847697e-20,0.0144181380755
3036,1.23373134916e-20,0.0314253371299,1.93047431421e-20,0.00156243592606,0.00470651978833,6.83382468147e-21,0.00457003681346,1.5166838461e-20
3037,1.23373134916e-20,0.0445476725143,1.93047431421e-20,2.06397067426e-20,1.13357652867e-20,0.00330464523867,1.1894847697e-20,1.5166838461e-20
3038,0.0515306447769,0.0190545884051,0.00799912960294,0.0107108602915,1.13357652867e-20,6.83382468147e-21,0.0904133026665,1.5166838461e-20
3040,0.0137783802619,6.63437812823e-21,1.93047431421e-20,0.000595021099442,0.000930882747691,6.83382468147e-21,0.0019192001718,0.0148685913746
3042,0.0105398104783,0.0293731677208,7.40337967185e-07,0.245527430026,1.13357652867e-20,6.83382468147e-21,0.0189670628994,1.5166838461e-20
3045,1.23373134916e-20,6.63437812823e-21,0.00353364569237,2.06397067426e-20,1.13357652867e-20,6.83382468147e-21,1.1894847697e-20,0.00790752926244
3046,1.23373134916e-20,0.0128458783248,1.93047431421e-20,2.06397067426e-20,0.029642151281,0.013649288057,0.00960118158984,1.5166838461e-20
3047,0.0124660673894,6.63437812823e-21,0.00654160077938,0.000607508515958,1.13357652867e-20,6.83382468147e-21,1.1894847697e-20,0.157999226372
3048,1.23373134916e-20,0.115301406632,0.0113539526752,2.06397067426e-20,0.0120325120628,6.83382468147e-21,0.00720970965298,1.5166838461e-20
3049,1.23373134916e-20,6.63437812823e-21,0.169861317406,2.06397067426e-20,0.0349442757869,2.52048731066e-20,1.1894847697e-20,1.5166838461e-20
3051,0.0371822267766,0.00763768725197,1.93047431421e-20,2.06397067426e-20,0.0550838699233,0.0134865255489,0.00670884040543,0.00557482532954
3052,0.0393137498337,6.63437812823e-21,0.0153049119195,0.007776833266,1.13357652867e-20,0.0307566167974,1.1894847697e-20,0.00671800032235
3054,0.00092390171116,0.0244305931408,1.93047431421e-20,2.06397067426e-20,0.000646253957425,6.83382468147e-21,1.1894847697e-20,1.5166838461e-20
3055,0.00405466636573,0.0213935777795,0.20128414412,2.06397067426e-20,1.13357652867e-20,6.83382468147e-21,1.1894847697e-20,1.5166838461e-20
3056,1.23373134916e-20,6.63437812823e-21,1.93047431421e-20,2.06397067426e-20,1.13357652867e-20,6.83382468147e-21,1.1894847697e-20,0.154856947767
3057,0.00514721159526,6.63437812823e-21,1.93047431421e-20,2.06397067426e-20,1.13357652867e-20,0.00127181891919,1.1894847697e-20,0.0177381979571
3058,1.23373134916e-20,0.0685518114057,0.00277464546053,2.06397067426e-20,1.13357652867e-20,6.83382468147e-21,1.1894847697e-20,1.5166838461e-20
3059,0.00175557823614,6.63437812823e-21,1.93047431421e-20,2.06397067426e-20,1.13357652867e-20,0.0054422458715,1.1894847697e-20,0.044922328534
3060,1.23373134916e-20,6.63437812823e-21,1.93047431421e-20,2.06397067426e-20,1.13357652867e-20,6.83382468147e-21,0.00101347514445,0.0316292826166
3062,0.02087381658,0.0315006773977,0.0709369415119,2.06397067426e-20,0.0167807748232,6.83382468147e-21,0.000306526699776,2.1258494686e-12
3063,0.0248832276199,0.0247151632792,1.93047431421e-20,0.00721410111878,0.0114794354959,0.0741894468405,0.01298106422,0.0182455668248
3064,0.0640028230972,0.0161655255871,1.93047431421e-20,0.0137825968173,1.13357652867e-20,0.0600292628011,0.0876528722803,0.05068952325
3065,1.23373134916e-20,0.00674805985388,1.93047431421e-20,2.06397067426e-20,0.00176572147186,6.83382468147e-21,0.0381409846461,1.5166838461e-20
3066,1.23373134916e-20,6.63437812823e-21,0.0149115663696,0.064949212545,0.00163685167152,6.83382468147e-21,0.00267605808779,1.5166838461e-20
3067,1.23373134916e-20,0.0116830217163,0.167736149964,0.0240108247544,1.13357652867e-20,0.00262458708951,0.0415053655041,0.0031982924405
3068,1.23373134916e-20,6.63437812823e-21,0.0122768555484,2.06397067426e-20,0.00437080126035,0.00852133428069,0.132038617955,1.5166838461e-20
3069,0.00250741816639,0.0361203293969,0.0057379551286,2.06397067426e-20,0.0276581545858,0.0347591508108,0.149019488742,0.00324653095592
3074,0.0534066877699,0.00152565321768,1.93047431421e-20,7.81359830722e-18,0.00043050749354,0.0147701539853,0.014320649885,0.029322309952
3075,0.0508169278409,0.0250033109791,1.93047431421e-20,2.06397067426e-20,0.00273634407523,0.0054219128106,0.0126827159092,0.0219454889712
3076,0.0330879981692,0.00409574443234,0.0127130122831,2.06397067426e-20,0.02846787359,0.0184137877409,1.16261261428e-12,0.0235715684216
3077,0.00558659562188,0.017890671726,1.93047431421e-20,0.0023430163823,1.13357652867e-20,0.0139203433125,1.1894847697e-20,0.00315605583242
3078,1.23373134916e-20,9.10619932178e-19,1.93047431421e-20,0.00447126567543,1.13357652867e-20,6.83382468147e-21,0.0289500917191,1.5166838461e-20
3079,4.73606040977e-13,7.16319798611e-06,0.000331969381866,0.024154236153,0.0299918972829,6.83382468147e-21,1.1894847697e-20,1.5166838461e-20
3080,1.23373134916e-20,0.00142171255737,1.93047431421e-20,2.06397067426e-20,0.00115238305927,6.83382468147e-21,1.1894847697e-20,0.0129358603236
3081,1.23373134916e-20,0.0134662738796,1.93047431421e-20,2.06397067426e-20,0.00776603803205,0.0130476404338,1.1894847697e-20,0.00917363739532
3082,1.23373134916e-20,0.120034887104,0.118017543997,0.0118461400337,1.13357652867e-20,0.00817972145396,0.0145384139045,1.5166838461e-20
