,0,1,2,3,4,5,6,7,8,9
3030,1.24429774172e-20,8.92504538964e-21,0.312418955876,0.00231264606882,0.0346223941983,0.0492232651059,1.08688071158e-20,6.80096329618e-21,1.19634414224e-20,0.00174554147789
3031,1.24429774172e-20,8.92504538964e-21,0.0148526067739,0.0179691561296,0.0342749866698,0.00938237510689,0.0343223309767,6.80096329618e-21,0.0817558899845,0.157799734407
3032,1.24429774172e-20,0.113539470259,1.20185570633e-20,0.0225237824339,1.46426628149e-20,2.11224749737e-20,1.08688071158e-20,0.00886497494563,0.0316009596331,9.25209077104e-21
3033,0.0148013438849,8.68431577025e-10,0.0192986717095,1.78399948806e-20,1.46426628149e-20,0.0371334378844,0.00377549005547,0.00225162525273,0.0016023352094,9.25209077104e-21
3034,1.24429774172e-20,8.92504538964e-21,1.20185570633e-20,1.78399948806e-20,1.46426628149e-20,2.11224749737e-20,1.08688071158e-20,0.0539601175679,0.0690737880265,0.0931212312126
3035,1.24429774172e-20,0.123784459494,0.0266134160392,1.78399948806e-20,1.46426628149e-20,2.11224749737e-20,1.08688071158e-20,0.0129253146404,0.0636400386097,9.25209077104e-21
3036,0.005802090982,8.92504538964e-21,0.00167241795227,0.00129459930356,0.0234268952186,0.00192098245863,0.0290998014809,6.80096329618e-21,1.19634414224e-20,9.25209077104e-21
3037,1.24429774172e-20,0.00305467625507,1.20185570633e-20,1.78399948806e-20,1.46426628149e-20,2.11224749737e-20,0.0656739096769,6.80096329618e-21,1.19634414224e-20,9.25209077104e-21
3038,0.0246257765468,8.92504538964e-21,0.000471085468931,0.000955489443808,0.109432669041,0.029106518385,0.00677590254222,6.80096329618e-21,0.0382101759061,0.0133358412839
3040,2.6364069653e-10,8.92504538964e-21,0.000954682424748,0.000726587101951,1.46426628149e-20,2.11224749737e-20,9.35390375732e-06,0.0157793723111,0.0156560647185,0.00273436451403
3042,1.24429774172e-20,8.92504538964e-21,1.20185570633e-20,0.223835265252,0.129782082068,0.00462857671317,1.08688071158e-20,6.80096329618e-21,1.19634414224e-20,0.00781344862416
3045,1.24429774172e-20,8.92504538964e-21,1.20185570633e-20,1.78399948806e-20,1.46426628149e-20,0.0105311977632,1.08688071158e-20,0.00347167012832,0.00130151858141,0.000435034514238
3046,0.0200359593342,0.0162589551703,0.0129977085281,1.78399948806e-20,0.0391457326206,2.11224749737e-20,1.08688071158e-20,6.80096329618e-21,1.19634414224e-20,9.25209077104e-21
3047,0.00105550125751,8.92504538964e-21,1.20185570633e-20,1.08228581144e-15,1.46426628149e-20,2.11224749737e-20,1.08688071158e-20,0.217074843494,0.00632582992908,0.00620482000466
3048,0.00890359848593,8.92504538964e-21,0.0115718267703,1.78399948806e-20,1.76916018208e-17,2.11224749737e-20,0.170585425868,6.80096329618e-21,1.19634414224e-20,0.00875968797349
3049,0.0157122562343,0.000663746412721,0.0438367403255,0.00113142354219,1.46426628149e-20,2.11224749737e-20,1.08688071158e-20,6.80096329618e-21,1.19634414224e-20,0.138928137496
3051,0.0185950084633,0.0280158531428,0.0417516522969,1.78399948806e-20,1.46426628149e-20,0.0165263358227,0.0102221210564,0.0017213234053,0.029963918471,0.00833287590625
3052,1.24429774172e-20,0.0175376810184,1.20185570633e-20,0.0103856777976,1.46426628149e-20,2.11224749737e-20,1.08688071158e-20,6.80096329618e-21,0.0676672699106,0.00845487027385
3054,1.24429774172e-20,0.00135370915763,1.20185570633e-20,1.78399948806e-20,2.84200781236e-20,2.11224749737e-20,0.0336978913989,6.80096329618e-21,1.19634414224e-20,0.00243660708627
3055,1.24429774172e-20,8.92504538964e-21,1.20185570633e-20,1.78399948806e-20,1.46426628149e-20,0.0274193757927,0.0275940748641,6.80096329618e-21,1.19634414224e-20,0.178115547911
3056,1.24429774172e-20,8.92504538964e-21,1.20185570633e-20,1.78399948806e-20,1.46426628149e-20,2.11224749737e-20,1.08688071158e-20,0.201703737163,1.19634414224e-20,9.25209077104e-21
3057,1.24429774172e-20,8.92504538964e-21,1.20185570633e-20,1.78399948806e-20,1.46426628149e-20,2.11224749737e-20,1.08688071158e-20,0.0150772567573,0.0110702904591,9.25209077104e-21
3058,1.24429774172e-20,8.92504538964e-21,1.20185570633e-20,1.78399948806e-20,1.46426628149e-20,2.11224749737e-20,0.0987068742007,6.80096329618e-21,1.19634414224e-20,0.00325278595498
3059,1.24429774172e-20,0.00519926560414,1.20185570633e-20,1.78399948806e-20,1.46426628149e-20,0.00205995238964,1.08688071158e-20,0.0630582875736,5.10117586187e-18,9.25209077104e-21
3060,0.00151821446781,8.92504538964e-21,1.20185570633e-20,1.78399948806e-20,1.46426628149e-20,0.00219387437315,1.08688071158e-20,0.0390544429894,1.19634414224e-20,9.25209077104e-21
3062,0.0140298333684,8.92504538964e-21,0.0170729007582,1.78399948806e-20,1.46426628149e-20,0.00941297839403,0.0416073205661,0.00235208471432,1.19634414224e-20,0.0808729170275
3063,1.24429774172e-20,0.078382876939,0.0119137861606,0.00746676924251,0.0285159197363,0.000618740913393,0.0182575880932,0.012034045121,0.0546822455987,9.25209077104e-21
3064,0.118115542364,0.0451423963437,1.20185570633e-20,0.00771367851437,0.0359225652247,2.11224749737e-20,0.0119337028224,0.0631339840521,0.0766727499983,4.74511075389e-12
3065,0.0062544785192,0.00134714386565,0.00250938759963,1.78399948806e-20,0.0467255449982,2.11224749737e-20,1.73695309459e-09,6.80096329618e-21,1.19634414224e-20,9.25209077104e-21
3066,0.0085022523621,8.92504538964e-21,0.00181211435704,0.0766070192287,1.46426628149e-20,2.11224749737e-20,1.08688071158e-20,6.80096329618e-21,1.19634414224e-20,0.00803137393431
3067,0.00687473035041,8.92504538964e-21,1.20185570633e-20,0.0252202786655,0.0322188196132,0.163735234464,0.00687632420291,6.80096329618e-21,1.19634414224e-20,0.0898379393456
3068,0.178757532896,8.92504538964e-21,0.00631401582643,1.78399948806e-20,1.46426628149e-20,2.11224749737e-20,1.08688071158e-20,6.80096329618e-21,1.19634414224e-20,0.00612333109042
3069,0.272625440882,0.0217496390235,0.0062931077371,0.00223036125678,4.5474755119e-18,2.11224749737e-20,0.0348930643162,0.00119606200378,7.99878066555e-06,9.25209077104e-21
3074,1.24429774172e-20,0.00608776955531,1.20185570633e-20,3.91449272503e-20,0.0119535219766,0.00561869209581,1.08688071158e-20,0.0236805305946,0.0768422911294,9.25209077104e-21
3075,0.0146463595393,0.00415017878129,0.00154070560768,1.78399948806e-20,0.0236128952278,4.2233679974e-15,0.0233646501886,0.0230378659629,0.0477095743897,0.00804044190572
3076,1.24429774172e-20,3.90870665179e-20,0.0118958782487,1.78399948806e-20,1.46426628149e-20,0.115356335962,0.00337590000614,0.00401956233556,0.0364125087859,0.0108629979782
3077,1.24429774172e-20,0.0124764174069,1.20185570633e-20,0.00095224620886,1.46426628149e-20,0.059194482843,0.0111025825804,6.80096329618e-21,1.19634414224e-20,0.00163657792505
3078,0.015732818391,8.92504538964e-21,1.20185570633e-20,1.78399948806e-20,0.0221834939621,2.11224749737e-20,1.08688071158e-20,6.80096329618e-21,1.19634414224e-20,9.25209077104e-21
3079,1.24429774172e-20,8.92504538964e-21,0.0324766000845,0.0290268255047,1.46426628149e-20,2.11224749737e-20,0.00132546310629,6.80096329618e-21,1.19634414224e-20,0.000938942992864
3080,1.24429774172e-20,8.92504538964e-21,0.00092702990475,1.78399948806e-20,0.000190695089346,0.0200369934139,0.000223140215765,0.00399558814859,1.19634414224e-20,9.25209077104e-21
3081,1.24429774172e-20,0.0121485642666,0.00640155950024,1.78399948806e-20,1.46426628149e-20,0.0372972055088,0.013400459654,0.00319099224612,1.19634414224e-20,9.25209077104e-21
3082,1.24429774172e-20,8.92504538964e-21,1.20185570633e-20,1.78399948806e-20,0.243739075242,2.11224749737e-20,0.0474487900813,6.80096329618e-21,1.19634414224e-20,0.0659394172597
