,0,1,2,3,4,5,6,7,8
3045,1.09073841984e-20,0.0255289916909,1.74819529907e-20,8.94182705396e-21,1.08304436843e-20,1.25684046399e-20,1.87348814255e-20,1.25931985202e-20,1.04036522978e-20
3046,0.00954312006058,1.88314798292e-20,1.74819529907e-20,0.0429217382165,0.00339323590758,1.25684046399e-20,1.87348814255e-20,0.0180750852203,1.04036522978e-20
3047,1.09073841984e-20,0.399915507698,1.74819529907e-20,8.94182705396e-21,1.08304436843e-20,1.25684046399e-20,0.00361381811635,1.25931985202e-20,1.04036522978e-20
3048,0.0126085478297,1.88314798292e-20,1.74819529907e-20,0.00606922489485,0.118866861137,0.00830791955302,1.87348814255e-20,1.25931985202e-20,1.04036522978e-20
3049,0.0433252063601,1.88314798292e-20,1.74819529907e-20,8.94182705396e-21,1.08304436843e-20,0.139046950158,1.87348814255e-20,0.00141132155323,0.00349665776057
3051,0.0476351498717,0.0111314935869,0.0293581200633,0.00494576168106,0.00697329551447,0.0081144808025,1.87348814255e-20,0.0293568552464,1.04036522978e-20
3052,1.09073841984e-20,0.0120349995242,0.0507264993124,8.94182705396e-21,1.08304436843e-20,0.00961595796251,1.87348814255e-20,0.0214336276552,0.00938048471378
3054,0.000392171388267,0.00157547977222,1.74819529907e-20,8.94182705396e-21,0.0238007430545,0.00127341230369,1.87348814255e-20,0.00115230368059,1.04036522978e-20
3055,1.09073841984e-20,1.88314798292e-20,1.74819529907e-20,8.94182705396e-21,0.028317564054,0.170038734488,1.08906529848e-05,1.25931985202e-20,1.37014381933e-06
3056,1.09073841984e-20,0.0558310228357,1.74819529907e-20,8.94182705396e-21,1.08304436843e-20,0.00104324300525,0.20177625659,1.25931985202e-20,1.04036522978e-20
3057,1.09073841984e-20,0.0106427890379,0.0124471205158,8.94182705396e-21,1.08304436843e-20,1.25684046399e-20,0.00296353179937,1.25931985202e-20,1.04036522978e-20
3058,1.09073841984e-20,1.88314798292e-20,1.74819529907e-20,8.94182705396e-21,0.0694117052369,0.0027668262628,1.87348814255e-20,1.25931985202e-20,1.04036522978e-20
3059,0.00019803564747,1.88314798292e-20,0.00337690756162,8.94182705396e-21,1.08304436843e-20,1.25684046399e-20,0.0704064644259,0.00445191979768,1.04036522978e-20
3060,1.09073841984e-20,1.10068327208e-09,1.74819529907e-20,0.000730637205928,1.08304436843e-20,1.25684046399e-20,0.050136089374,1.25931985202e-20,1.04036522978e-20
3062,0.0186073823542,9.03909631439e-05,1.74819529907e-20,0.0114325874307,0.0298670421744,0.0759556058858,0.00522588291798,1.25931985202e-20,1.04036522978e-20
3063,0.00991394060153,1.04383318588e-08,0.0473408924035,0.00379831822259,0.0240138138241,1.25684046399e-20,0.0163434057472,0.0789364698436,0.00921140293001
3064,1.09073841984e-20,0.0142231087274,0.0777731036687,0.110100827618,0.0135871641995,0.000614964369005,0.0581279515354,0.0309474618789,0.00957515783397
3065,0.00170558637144,1.88314798292e-20,1.74819529907e-20,0.0344538239728,0.00734461033055,1.25684046399e-20,1.87348814255e-20,3.96068911837e-09,1.04036522978e-20
3066,0.00196418786026,0.0176373762457,1.74819529907e-20,0.00660709077023,1.08304436843e-20,0.00909546186505,1.87348814255e-20,1.25931985202e-20,0.059467373863
3067,1.09073841984e-20,0.116839758538,0.0150970587029,0.00909472867987,0.0357048086421,0.076600856556,1.87348814255e-20,1.25931985202e-20,0.0293549980751
3068,0.00796458782276,1.88314798292e-20,0.000109742190106,0.123727748682,1.08304436843e-20,0.00915357482534,1.87348814255e-20,0.00665573187457,1.04036522978e-20
3069,0.0208228685069,0.0023741235032,0.0150070629074,0.16627956721,0.027878806956,8.46271610005e-17,1.47460365852e-19,0.0249091719787,0.000484634941713
3074,1.09073841984e-20,0.0263030300164,0.0688793907405,0.0063704261966,0.00191036427008,1.25684046399e-20,0.0118886563758,0.00410349046151,0.000469689791896
3075,0.00323196384914,0.0111281002805,0.0540065453474,0.0113704097008,0.021643063334,0.0072027349586,0.00757475428456,0.00354874661794,1.04036522978e-20
3076,0.0224499551167,0.00360407826013,0.0636432925235,8.94182705396e-21,0.00595529431774,0.00489719729724,0.0114895327333,7.59852963604e-07,1.04036522978e-20
3077,1.09073841984e-20,1.88314798292e-20,0.00658617857431,8.94182705396e-21,0.0187654871038,0.000352075303064,0.00713994256822,0.013131971446,0.00262916660337
3078,1.09073841984e-20,1.88314798292e-20,1.74819529907e-20,0.0288555928217,1.08304436843e-20,1.25684046399e-20,1.87348814255e-20,1.25931985202e-20,0.00182308671383
3079,0.0305852355863,1.88314798292e-20,1.74819529907e-20,8.94182705396e-21,0.000483161941016,0.000745517303684,1.87348814255e-20,1.25931985202e-20,0.0264351335197
3080,1.09073841984e-20,0.00770630097911,1.74819529907e-20,8.94182705396e-21,0.00146235509735,1.25684046399e-20,0.0169876224471,1.25931985202e-20,1.04036522978e-20
3081,0.00806727505487,2.10732401221e-05,1.74819529907e-20,8.94182705396e-21,0.0132357535258,1.25684046399e-20,0.0151505166993,0.0176441277023,1.04036522978e-20
3082,1.09073841984e-20,1.88314798292e-20,1.74819529907e-20,0.0378866723007,0.115402525865,0.0942982035654,0.00682937365644,1.25931985202e-20,0.0119780407477
