"start_time","end_time","start_station_id","end_station_id","start_lat","start_lon","end_lat","end_lon"
"10/3/2016 11:27","10/3/2016 11:39","3014","3007",34.05661,-118.237213,34.05048,-118.254593
"10/3/2016 11:28","10/3/2016 11:38","3025","3075",34.03286,-118.268082,34.04211,-118.256187
"10/3/2016 11:30","10/3/2016 11:37","3030","3031",34.051941,-118.24353,34.044701,-118.252441
"10/3/2016 11:31","10/3/2016 11:45","3005","3082",34.04855,-118.259048,34.04652,-118.237411
"10/3/2016 11:33","10/3/2016 11:48","3081","3069",34.031891,-118.250183,34.05088,-118.248253
"10/3/2016 11:37","10/3/2016 11:50","3032","3036",34.049889,-118.255882,34.039188,-118.232529
"10/3/2016 11:38","10/3/2016 11:43","3016","3029",34.052898,-118.241562,34.048851,-118.246422
"10/3/2016 11:39","10/3/2016 11:44","3038","3046",34.046822,-118.248352,34.05302,-118.247948
"10/3/2016 11:45","10/3/2016 11:51","3030","3014",34.051941,-118.24353,34.05661,-118.237213
"10/3/2016 11:53","10/3/2016 12:05","3029","3016",34.048851,-118.246422,34.052898,-118.241562
"10/3/2016 11:53","10/3/2016 12:01","3007","3075",34.05048,-118.254593,34.04211,-118.256187
"10/3/2016 11:53","10/3/2016 12:14","3046","3063",34.05302,-118.247948,34.049198,-118.252831
"10/3/2016 11:55","10/3/2016 12:02","3036","3082",34.039188,-118.232529,34.04652,-118.237411
"10/3/2016 11:56","10/3/2016 12:20","3052","3082",34.051102,-118.264557,34.04652,-118.237411
"10/3/2016 11:58","10/3/2016 12:10","3069","3048",34.05088,-118.248253,34.041691,-118.235352
"10/3/2016 11:59","10/3/2016 12:09","3007","3042",34.05048,-118.254593,34.049301,-118.238808
"10/3/2016 12:02","10/3/2016 12:23","3014","3077",34.05661,-118.237213,34.039871,-118.250038
"10/3/2016 12:03","10/3/2016 12:23","3042","3019",34.049301,-118.238808,34.038609,-118.260857
"10/3/2016 12:04","10/3/2016 12:23","3042","3019",34.049301,-118.238808,34.038609,-118.260857
"10/3/2016 12:08","10/3/2016 12:17","3042","3036",34.049301,-118.238808,34.039188,-118.232529
"10/3/2016 12:09","10/3/2016 12:22","3082","3063",34.04652,-118.237411,34.049198,-118.252831
"10/3/2016 12:09","10/3/2016 12:15","3034","3035",34.042061,-118.263382,34.048401,-118.260948
"10/3/2016 12:17","10/3/2016 12:27","3047","3010",34.039982,-118.266403,34.037048,-118.254868
"10/3/2016 12:18","10/3/2016 12:25","3066","3023",34.063389,-118.23616,34.050911,-118.240967
"10/3/2016 12:19","10/3/2016 12:26","3052","3064",34.051102,-118.264557,34.04681,-118.256981
"10/3/2016 12:20","10/3/2016 12:50","3075","3069",34.04211,-118.256187,34.05088,-118.248253
"10/3/2016 12:21","10/3/2016 12:24","3042","3016",34.049301,-118.238808,34.052898,-118.241562
"10/3/2016 12:25","10/3/2016 12:34","3014","3023",34.05661,-118.237213,34.050911,-118.240967
